regime,sigma_s,xi,snr_db,K,A0,z,admissible,max_abs_ak,eta_f64,first_omitted,Pe_series
weak,0.2,3.104,20,5,3.243448e-03,549.3872,0,1.624443e+22,3.606989e+06,1.624443e+22,-2.313941e+21
weak,0.2,3.104,20,10,3.243448e-03,549.3872,0,9.527135e+26,2.115449e+11,9.527135e+26,-1.168757e+26
weak,0.2,3.104,20,20,3.243448e-03,549.3872,0,1.524481e+34,3.385029e+18,1.524481e+34,-4.430862e+33
weak,0.2,3.104,22,5,3.243448e-03,436.3938,0,1.551331e+21,3.444648e+05,1.551331e+21,-2.419541e+20
weak,0.2,3.104,22,10,3.243448e-03,436.3938,0,2.877149e+25,6.388554e+09,2.877149e+25,-4.479056e+24
weak,0.2,3.104,22,20,3.243448e-03,436.3938,0,4.603860e+31,1.022262e+16,4.603860e+31,-1.706831e+31
weak,0.2,3.104,24,5,3.243448e-03,346.6399,0,1.481510e+20,3.289613e+04,1.481510e+20,-2.514274e+19
weak,0.2,3.104,24,10,3.243448e-03,346.6399,0,8.688851e+23,1.929312e+08,8.688851e+23,-1.718645e+23
weak,0.2,3.104,24,20,3.243448e-03,346.6399,0,1.390344e+29,3.087183e+13,1.390344e+29,-6.585977e+28
weak,0.2,3.104,26,5,3.243448e-03,275.3459,0,1.414831e+19,3.141556e+03,1.414831e+19,-2.592929e+18
weak,0.2,3.104,26,10,3.243448e-03,275.3459,0,2.623991e+22,5.826430e+06,2.623991e+22,-6.603566e+21
weak,0.2,3.104,26,20,3.243448e-03,275.3459,0,4.198770e+26,9.323143e+10,4.198770e+26,-2.545772e+26
weak,0.2,3.104,28,5,3.243448e-03,218.7150,0,1.351153e+18,3.000163e+02,1.351153e+18,-2.648898e+17
weak,0.2,3.104,28,10,3.243448e-03,218.7150,0,7.924326e+20,1.759554e+05,7.924326e+20,-2.541074e+20
weak,0.2,3.104,28,20,3.243448e-03,218.7150,0,1.268008e+24,2.815544e+08,1.268008e+24,-9.858763e+23
weak,0.2,3.104,30,5,3.243448e-03,173.7315,0,1.290341e+17,2.865133e+01,1.290341e+17,-2.673834e+16
weak,0.2,3.104,30,10,3.243448e-03,173.7315,0,2.393108e+19,5.313768e+03,2.393108e+19,-9.793845e+18
weak,0.2,3.104,30,20,3.243448e-03,173.7315,0,3.829324e+21,8.502808e+05,3.829324e+21,-3.825201e+21
weak,0.2,3.104,32,5,3.243448e-03,137.9998,0,1.232266e+16,2.736181e+00,1.232266e+16,-2.657223e+15
weak,0.2,3.104,32,10,3.243448e-03,137.9998,0,7.227071e+17,1.604732e+02,7.227071e+17,-3.781226e+17
weak,0.2,3.104,32,20,3.243448e-03,137.9998,0,1.243701e+19,2.761572e+03,1.243701e+19,-1.487066e+19
weak,0.2,3.104,34,5,3.243448e-03,109.6172,0,1.176805e+15,2.613033e-01,1.176805e+15,-2.585848e+14
weak,0.2,3.104,34,10,3.243448e-03,109.6172,0,2.182541e+16,4.846214e+00,2.182541e+16,-1.462498e+16
weak,0.2,3.104,34,20,3.243448e-03,109.6172,0,7.613639e+16,1.690567e+01,4.951264e+16,-5.792344e+16
weak,0.2,3.104,36,5,3.243448e-03,87.0720,0,1.123840e+14,2.495427e-02,1.123840e+14,-2.443115e+13
weak,0.2,3.104,36,10,3.243448e-03,87.0720,0,6.591167e+14,1.463533e-01,6.591167e+14,-5.667255e+14
weak,0.2,3.104,36,20,3.243448e-03,87.0720,0,9.181715e+14,2.038750e-01,1.971134e+14,-2.260580e+14
weak,0.2,3.104,38,5,3.243448e-03,69.1638,0,1.073259e+13,2.383114e-03,1.073259e+13,-2.208212e+12
weak,0.2,3.104,38,10,3.243448e-03,69.1638,0,1.990501e+13,4.419799e-03,1.990501e+13,-2.200326e+13
weak,0.2,3.104,38,20,3.243448e-03,69.1638,0,1.990501e+13,4.419799e-03,7.847225e+11,-8.839125e+11
weak,0.2,3.104,40,5,3.243448e-03,54.9387,0,1.024955e+12,2.275856e-04,1.024955e+12,-1.855044e+11
weak,0.2,3.104,40,10,3.243448e-03,54.9387,0,1.343233e+12,2.982577e-04,7.215816e+11,-8.559526e+11
weak,0.2,3.104,40,20,3.243448e-03,54.9387,0,1.343233e+12,2.982577e-04,3.124037e+09,-3.462542e+09
weak,0.2,3.104,42,5,3.243448e-03,43.6394,0,9.788240e+10,2.173426e-05,9.788240e+10,-1.350895e+10
weak,0.2,3.104,42,10,3.243448e-03,43.6394,0,1.343233e+11,2.982577e-05,2.872668e+10,-3.336271e+10
weak,0.2,3.104,42,20,3.243448e-03,43.6394,0,1.343233e+11,2.982577e-05,1.243701e+07,-1.358754e+07
weak,0.2,3.104,44,5,3.243448e-03,34.6640,0,9.347697e+09,2.075606e-06,9.347697e+09,-6.547525e+08
weak,0.2,3.104,44,10,3.243448e-03,34.6640,0,1.343233e+10,2.982577e-06,1.143630e+09,-1.302901e+09
weak,0.2,3.104,44,20,3.243448e-03,34.6640,0,1.343233e+10,2.982577e-06,4.951264e+04,-5.340732e+04
weak,0.2,3.104,46,5,3.243448e-03,27.5346,0,9.159020e+08,2.033711e-07,8.926981e+08,2.848196e+07
weak,0.2,3.104,46,10,3.243448e-03,27.5346,0,1.343233e+09,2.982577e-07,4.552872e+07,-5.097752e+07
weak,0.2,3.104,46,20,3.243448e-03,27.5346,0,1.343233e+09,2.982577e-07,1.971134e+02,-2.099480e+02
weak,0.2,3.104,48,5,3.243448e-03,21.8715,0,1.101156e+08,2.445058e-08,8.525201e+07,1.532350e+07
weak,0.2,3.104,48,10,3.243448e-03,21.8715,0,1.343233e+08,2.982577e-08,1.812531e+06,-1.998169e+06
weak,0.2,3.104,48,20,3.243448e-03,21.8715,0,1.343233e+08,2.982577e-08,7.847225e-01,-5.637236e-01
weak,0.2,3.104,50,5,3.243448e-03,17.3732,0,1.323881e+07,2.939607e-09,9.199723e+06,3.168828e+06
weak,0.2,3.104,50,10,3.243448e-03,17.3732,0,1.343233e+07,2.982577e-09,7.215816e+04,-7.845708e+04
weak,0.2,3.104,50,20,3.243448e-03,17.3732,0,1.343233e+07,2.982577e-09,3.124037e-03,2.241735e-01
weak,0.2,3.912,20,5,2.041985e-03,872.6359,0,3.204024e+23,7.114361e+07,3.204024e+23,-8.957963e+31
weak,0.2,3.912,20,10,2.041985e-03,872.6359,0,9.203255e+31,2.043533e+16,9.203255e+31,-8.904701e+31
weak,0.2,3.912,20,20,2.041985e-03,872.6359,0,4.413804e+39,9.800613e+23,4.413804e+39,-8.241978e+38
weak,0.2,3.912,22,5,2.041985e-03,693.1593,0,3.059819e+22,6.794162e+06,3.059819e+22,-2.641404e+30
weak,0.2,3.912,22,10,2.041985e-03,693.1593,0,2.779339e+30,6.171371e+14,2.779339e+30,-2.621094e+30
weak,0.2,3.912,22,20,2.041985e-03,693.1593,0,1.332947e+37,2.959738e+21,1.332947e+37,-3.166212e+36
weak,0.2,3.912,24,5,2.041985e-03,550.5960,0,2.922104e+21,6.488375e+05,2.922104e+21,-7.788619e+28
weak,0.2,3.912,24,10,2.041985e-03,550.5960,0,8.393468e+28,1.863724e+13,8.393468e+28,-7.711130e+28
weak,0.2,3.912,24,20,2.041985e-03,550.5960,0,4.025437e+34,8.938265e+18,4.025437e+34,-1.218109e+34
weak,0.2,3.912,26,5,2.041985e-03,437.3540,0,2.790588e+20,6.196350e+04,2.790588e+20,-2.296604e+27
weak,0.2,3.912,26,10,2.041985e-03,437.3540,0,2.534787e+27,5.628358e+11,2.534787e+27,-2.267020e+27
weak,0.2,3.912,26,20,2.041985e-03,437.3540,0,1.215662e+32,2.699313e+16,1.215662e+32,-4.693764e+31
weak,0.2,3.912,28,5,2.041985e-03,347.4026,0,2.664991e+19,5.917468e+03,2.664991e+19,-6.771918e+25
weak,0.2,3.912,28,10,2.041985e-03,347.4026,0,7.654934e+25,1.699737e+10,7.654934e+25,-6.658892e+25
weak,0.2,3.912,28,20,2.041985e-03,347.4026,0,3.671242e+29,8.151795e+13,3.671242e+29,-1.811723e+29
weak,0.2,3.912,30,5,2.041985e-03,275.9517,0,2.545046e+18,5.651138e+02,2.545046e+18,-1.996812e+24
weak,0.2,3.912,30,10,2.041985e-03,275.9517,0,2.311753e+24,5.133123e+08,2.311753e+24,-1.953594e+24
weak,0.2,3.912,30,20,2.041985e-03,275.9517,0,1.108697e+27,2.461803e+11,1.108697e+27,-7.005484e+26
weak,0.2,3.912,32,5,2.041985e-03,219.1962,0,2.430500e+17,5.396795e+01,2.430500e+17,-5.887931e+22
weak,0.2,3.912,32,10,2.041985e-03,219.1962,0,6.981383e+22,1.550178e+07,6.981383e+22,-5.722516e+22
weak,0.2,3.912,32,20,2.041985e-03,219.1962,0,3.348212e+24,7.434525e+08,3.348212e+24,-2.713895e+24
weak,0.2,3.912,34,5,2.041985e-03,174.1137,0,2.321110e+16,5.153899e+00,2.321110e+16,-1.736152e+21
weak,0.2,3.912,34,10,2.041985e-03,174.1137,0,2.108344e+21,4.681464e+05,2.108344e+21,-1.672775e+21
weak,0.2,3.912,34,20,2.041985e-03,174.1137,0,1.011144e+22,2.245191e+06,1.011144e+22,-1.053367e+22
weak,0.2,3.912,36,5,2.041985e-03,138.3035,0,2.216643e+15,4.921936e-01,2.216643e+15,-5.119311e+19
weak,0.2,3.912,36,10,2.041985e-03,138.3035,0,6.367097e+19,1.413780e+04,6.367097e+19,-4.876213e+19
weak,0.2,3.912,36,20,2.041985e-03,138.3035,0,6.367097e+19,1.413780e+04,3.439990e+19,-4.096489e+19
weak,0.2,3.912,38,5,2.041985e-03,109.8583,0,2.116877e+14,4.700412e-02,2.116877e+14,-1.509486e+18
weak,0.2,3.912,38,10,2.041985e-03,109.8583,0,1.922833e+18,4.269546e+02,1.922833e+18,-1.416136e+18
weak,0.2,3.912,38,20,2.041985e-03,109.8583,0,1.922833e+18,4.269546e+02,1.369485e+17,-1.596213e+17
weak,0.2,3.912,40,5,2.041985e-03,87.2636,0,2.021602e+13,4.488859e-03,2.021602e+13,-4.450632e+16
weak,0.2,3.912,40,10,2.041985e-03,87.2636,0,5.806861e+16,1.289382e+01,5.806861e+16,-4.091869e+16
weak,0.2,3.912,40,20,2.041985e-03,87.2636,0,5.806861e+16,1.289382e+01,5.452016e+14,-6.231726e+14
weak,0.2,3.912,42,5,2.041985e-03,69.3159,0,1.930615e+12,4.286827e-04,1.930615e+12,-1.311931e+15
weak,0.2,3.912,42,10,2.041985e-03,69.3159,0,1.753644e+15,3.893872e-01,1.753644e+15,-1.174094e+15
weak,0.2,3.912,42,20,2.041985e-03,69.3159,0,1.753644e+15,3.893872e-01,2.170487e+12,-2.437501e+12
weak,0.2,3.912,44,5,2.041985e-03,55.0596,0,1.843723e+11,4.093888e-05,1.843723e+11,-3.863439e+13
weak,0.2,3.912,44,10,2.041985e-03,55.0596,0,5.295920e+13,1.175931e-02,5.295920e+13,-3.336092e+13
weak,0.2,3.912,44,20,2.041985e-03,55.0596,0,5.295920e+13,1.175931e-02,8.640863e+09,-9.551490e+09
weak,0.2,3.912,46,5,2.041985e-03,43.7354,0,1.760742e+10,3.909632e-06,1.760742e+10,-1.133090e+12
weak,0.2,3.912,46,10,2.041985e-03,43.7354,0,1.599342e+12,3.551254e-04,1.599342e+12,-9.347621e+11
weak,0.2,3.912,46,20,2.041985e-03,43.7354,0,1.599342e+12,3.551254e-04,3.439990e+07,-3.749296e+07
weak,0.2,3.912,48,5,2.041985e-03,34.7403,0,1.681495e+09,3.733670e-07,1.681495e+09,-3.266469e+10
weak,0.2,3.912,48,10,2.041985e-03,34.7403,0,4.829937e+10,1.072461e-05,4.829937e+10,-2.565716e+10
weak,0.2,3.912,48,20,2.041985e-03,34.7403,0,4.829937e+10,1.072461e-05,1.369485e+05,-1.474128e+05
weak,0.2,3.912,50,5,2.041985e-03,27.5952,0,1.605816e+08,3.565627e-08,1.605816e+08,-8.718122e+08
weak,0.2,3.912,50,10,2.041985e-03,27.5952,0,1.458618e+09,3.238782e-07,1.458618e+09,-6.821796e+08
weak,0.2,3.912,50,20,2.041985e-03,27.5952,0,1.458618e+09,3.238782e-07,5.452016e+02,-5.801761e+02
weak,0.2,4.888,20,5,1.307940e-03,1362.3787,0,1.753501e+25,3.893554e+09,1.753501e+25,-1.715012e+45
weak,0.2,4.888,20,10,1.307940e-03,1362.3787,0,1.495847e+33,3.321447e+17,1.495847e+33,-1.715012e+45
weak,0.2,4.888,20,20,1.307940e-03,1362.3787,0,3.914121e+45,8.691095e+29,3.914121e+45,-3.364594e+45
weak,0.2,4.888,22,5,1.307940e-03,1082.1759,0,1.674580e+24,3.718315e+08,1.674580e+24,-6.998626e+42
weak,0.2,4.888,22,10,1.307940e-03,1082.1759,0,4.517385e+31,1.003061e+16,4.517385e+31,-6.998626e+42
weak,0.2,4.888,22,20,1.307940e-03,1082.1759,0,1.205809e+43,2.677433e+27,1.205809e+43,-1.323923e+43
weak,0.2,4.888,24,5,1.307940e-03,859.6029,0,1.599212e+23,3.550964e+07,1.599212e+23,-2.856001e+40
weak,0.2,4.888,24,10,1.307940e-03,859.6029,0,1.364228e+30,3.029195e+14,1.364228e+30,-2.856001e+40
weak,0.2,4.888,24,20,1.307940e-03,859.6029,0,4.800411e+40,1.065905e+25,4.800411e+40,-5.214510e+40
weak,0.2,4.888,26,5,1.307940e-03,682.8068,0,1.527235e+22,3.391144e+06,1.527235e+22,-1.165478e+38
weak,0.2,4.888,26,10,1.307940e-03,682.8068,0,4.119904e+28,9.148024e+12,4.119904e+28,-1.165478e+38
weak,0.2,4.888,26,20,1.307940e-03,682.8068,0,1.911078e+38,4.243446e+22,1.911078e+38,-2.055748e+38
weak,0.2,4.888,28,5,1.307940e-03,542.3727,0,1.458499e+21,3.238517e+05,1.458499e+21,-4.756085e+35
weak,0.2,4.888,28,10,1.307940e-03,542.3727,0,1.244191e+27,2.762659e+11,1.244191e+27,-4.756085e+35
weak,0.2,4.888,28,20,1.307940e-03,542.3727,0,7.608139e+35,1.689346e+20,7.608139e+35,-8.111754e+35
weak,0.2,4.888,30,5,1.307940e-03,430.8220,0,1.392855e+20,3.092760e+04,1.392855e+20,-1.940864e+33
weak,0.2,4.888,30,10,1.307940e-03,430.8220,0,3.757397e+25,8.343097e+09,3.757397e+25,-1.940864e+33
weak,0.2,4.888,30,20,1.307940e-03,430.8220,0,3.028855e+33,6.725408e+17,3.028855e+33,-3.203534e+33
weak,0.2,4.888,32,5,1.307940e-03,342.2141,0,1.330166e+19,2.953563e+03,1.330166e+19,-7.920285e+30
weak,0.2,4.888,32,10,1.307940e-03,342.2141,0,1.134716e+24,2.519575e+08,1.134716e+24,-7.920285e+30
weak,0.2,4.888,32,20,1.307940e-03,342.2141,0,1.205809e+31,2.677433e+15,1.205809e+31,-1.266175e+31
weak,0.2,4.888,34,5,1.307940e-03,271.8303,0,1.270299e+18,2.820631e+02,1.270299e+18,-3.232112e+28
weak,0.2,4.888,34,10,1.307940e-03,271.8303,0,3.426787e+22,7.608995e+06,3.426787e+22,-3.232111e+28
weak,0.2,4.888,34,20,1.307940e-03,271.8303,0,4.800411e+28,1.065905e+13,4.800411e+28,-5.008259e+28
weak,0.2,4.888,36,5,1.307940e-03,215.9225,0,1.213126e+17,2.693681e+01,1.213126e+17,-1.318961e+26
weak,0.2,4.888,36,10,1.307940e-03,215.9225,0,1.034873e+21,2.297880e+05,1.034873e+21,-1.318959e+26
weak,0.2,4.888,36,20,1.307940e-03,215.9225,0,1.911078e+26,4.243446e+10,1.911078e+26,-1.982379e+26
weak,0.2,4.888,38,5,1.307940e-03,171.5133,0,1.158527e+16,2.572446e+00,1.158527e+16,-5.382420e+23
weak,0.2,4.888,38,10,1.307940e-03,171.5133,0,3.125267e+19,6.939486e+03,3.125267e+19,-5.382327e+23
weak,0.2,4.888,38,20,1.307940e-03,171.5133,0,7.608139e+23,1.689346e+08,7.608139e+23,-7.851837e+23
weak,0.2,4.888,40,5,1.307940e-03,136.2379,0,1.106384e+15,2.456667e-01,1.106384e+15,-2.196459e+21
weak,0.2,4.888,40,10,1.307940e-03,136.2379,0,9.438154e+17,2.095691e+02,9.438154e+17,-2.196099e+21
weak,0.2,4.888,40,20,1.307940e-03,136.2379,0,3.028855e+21,6.725408e+05,3.028855e+21,-3.111845e+21
weak,0.2,4.888,42,5,1.307940e-03,108.2176,0,1.056589e+14,2.346098e-02,1.056589e+14,-8.963297e+18
weak,0.2,4.888,42,10,1.307940e-03,108.2176,0,2.850277e+16,6.328886e+00,2.850277e+16,-8.949415e+18
weak,0.2,4.888,42,20,1.307940e-03,108.2176,0,1.205809e+19,2.677433e+03,1.205809e+19,-1.233969e+19
weak,0.2,4.888,44,5,1.307940e-03,85.9603,0,1.009034e+13,2.240507e-03,1.009034e+13,-3.657500e+16
weak,0.2,4.888,44,10,1.307940e-03,85.9603,0,8.607699e+14,1.911293e-01,8.607699e+14,-3.604015e+16
weak,0.2,4.888,44,20,1.307940e-03,85.9603,0,4.800411e+16,1.065905e+01,4.800411e+16,-4.895627e+16
weak,0.2,4.888,46,5,1.307940e-03,68.2807,0,9.636204e+11,2.139667e-04,9.636204e+11,-1.489573e+14
weak,0.2,4.888,46,10,1.307940e-03,68.2807,0,2.599483e+13,5.772013e-03,2.599483e+13,-1.284565e+14
weak,0.2,4.888,46,20,1.307940e-03,68.2807,0,1.911078e+14,4.243446e-02,1.911078e+14,-1.943162e+14
weak,0.2,4.888,48,5,1.307940e-03,54.2373,0,9.202504e+10,2.043366e-05,9.202504e+10,-5.715663e+11
weak,0.2,4.888,48,10,1.307940e-03,54.2373,0,7.850315e+11,1.743120e-04,7.850315e+11,1.982314e+11
weak,0.2,4.888,48,20,1.307940e-03,54.2373,0,8.027765e+11,1.782522e-04,7.608139e+11,-7.715882e+11
weak,0.2,4.888,50,5,1.307940e-03,43.0822,0,8.788323e+09,1.951400e-06,8.788323e+09,2.096136e+09
weak,0.2,4.888,50,10,1.307940e-03,43.0822,0,2.625844e+10,5.830546e-06,2.625844e+10,2.889927e+10
weak,0.2,4.888,50,20,1.307940e-03,43.0822,0,2.625844e+10,5.830546e-06,3.028855e+09,-3.064919e+09
weak,0.3,0.5,20,5,5.557049e-02,32.0657,0,6.223402e+06,1.381873e-09,6.223402e+06,-5.391407e+06
weak,0.3,0.5,20,10,5.557049e-02,32.0657,0,6.673488e+06,1.481812e-09,3.164902e+06,-3.625133e+06
weak,0.3,0.5,20,20,5.557049e-02,32.0657,0,6.673488e+06,1.481812e-09,1.197749e+02,-1.283998e+02
weak,0.3,0.5,22,5,5.557049e-02,25.4707,0,5.943303e+05,1.319678e-10,5.943303e+05,-6.615145e+05
weak,0.3,0.5,22,10,5.557049e-02,25.4707,0,5.989389e+05,1.329911e-10,1.259970e+05,-1.417557e+05
weak,0.3,0.5,22,20,5.557049e-02,25.4707,0,5.989389e+05,1.329911e-10,4.768326e-01,-5.846144e-02
weak,0.3,0.5,24,5,5.557049e-02,20.2321,0,6.823006e+04,1.515012e-11,6.823006e+04,-8.132671e+04
weak,0.3,0.5,24,10,5.557049e-02,20.2321,0,6.823006e+04,1.515012e-11,5.016031e+03,-5.552968e+03
weak,0.3,0.5,24,20,5.557049e-02,20.2321,0,6.823006e+04,1.515012e-11,1.898305e-03,4.360858e-01
weak,0.3,0.5,26,5,5.557049e-02,16.0709,0,9.512073e+03,2.112104e-12,8.589656e+03,-1.001787e+04
weak,0.3,0.5,26,10,5.557049e-02,16.0709,0,9.512073e+03,2.112104e-12,1.996918e+02,-2.175157e+02
weak,0.3,0.5,26,20,5.557049e-02,16.0709,0,9.512073e+03,2.112104e-12,7.557288e-06,4.256720e-01
weak,0.3,0.5,28,5,5.557049e-02,12.7656,0,1.555885e+03,3.454758e-13,1.081374e+03,-1.236125e+03
weak,0.3,0.5,28,10,5.557049e-02,12.7656,0,1.555885e+03,3.454758e-13,7.949873e+00,-8.155326e+00
weak,0.3,0.5,28,20,5.557049e-02,12.7656,0,1.555885e+03,3.454758e-13,3.008610e-08,4.118593e-01
weak,0.3,0.5,30,5,5.557049e-02,10.1401,0,3.018756e+02,6.702985e-14,1.361369e+02,-1.525201e+02
weak,0.3,0.5,30,10,5.557049e-02,10.1401,0,3.018756e+02,6.702985e-14,3.164902e-01,5.952463e-02
weak,0.3,0.5,30,20,5.557049e-02,10.1401,0,3.018756e+02,6.702985e-14,1.197749e-10,3.968161e-01
weak,0.3,0.5,32,5,5.557049e-02,8.0546,0,6.540279e+01,1.452234e-14,1.713862e+01,-1.856488e+01
weak,0.3,0.5,32,10,5.557049e-02,8.0546,0,6.540279e+01,1.452234e-14,1.259970e-02,3.675135e-01
weak,0.3,0.5,32,20,5.557049e-02,8.0546,0,6.540279e+01,1.452234e-14,4.768326e-13,3.808115e-01
weak,0.3,0.5,34,5,5.557049e-02,6.3980,0,1.595925e+01,3.543665e-15,2.157624e+00,-1.987287e+00
weak,0.3,0.5,34,10,5.557049e-02,6.3980,0,1.595925e+01,3.543665e-15,5.016031e-04,3.636245e-01
weak,0.3,0.5,34,20,5.557049e-02,6.3980,1,1.595925e+01,3.543665e-15,1.898305e-15,3.641494e-01
weak,0.3,0.5,36,5,5.557049e-02,5.0821,0,4.015987e+00,8.917283e-16,2.716288e-01,5.480949e-02
weak,0.3,0.5,36,10,5.557049e-02,5.0821,0,4.015987e+00,8.917283e-16,1.996918e-05,3.471219e-01
weak,0.3,0.5,36,20,5.557049e-02,5.0821,1,4.015987e+00,8.917283e-16,7.557288e-18,3.471426e-01
weak,0.3,0.5,38,5,5.557049e-02,4.0368,0,1.212809e+00,2.692976e-16,3.419604e-02,2.936845e-01
weak,0.3,0.5,38,10,5.557049e-02,4.0368,0,1.212809e+00,2.692976e-16,7.949873e-07,3.300830e-01
weak,0.3,0.5,38,20,5.557049e-02,4.0368,1,1.212809e+00,2.692976e-16,3.008610e-20,3.300839e-01
weak,0.3,0.5,40,5,5.557049e-02,3.2066,0,3.723695e-01,8.268264e-17,4.305026e-03,3.086855e-01
weak,0.3,0.5,40,10,5.557049e-02,3.2066,0,3.723695e-01,8.268264e-17,3.164902e-08,3.132241e-01
weak,0.3,0.5,40,20,5.557049e-02,3.2066,1,3.723695e-01,8.268264e-17,1.197749e-22,3.132242e-01
weak,0.3,0.5,42,5,5.557049e-02,2.5471,0,1.177536e-01,2.614655e-17,5.419706e-04,2.961952e-01
weak,0.3,0.5,42,10,5.557049e-02,2.5471,0,1.177536e-01,2.614655e-17,1.259970e-09,2.967619e-01
weak,0.3,0.5,42,20,5.557049e-02,2.5471,1,1.177536e-01,2.614655e-17,4.768326e-25,2.967619e-01
weak,0.3,0.5,44,5,5.557049e-02,2.0232,0,3.723695e-02,8.268264e-18,6.823006e-05,2.807700e-01
weak,0.3,0.5,44,10,5.557049e-02,2.0232,0,3.723695e-02,8.268264e-18,5.016031e-11,2.808408e-01
weak,0.3,0.5,44,20,5.557049e-02,2.0232,1,3.723695e-02,8.268264e-18,1.898305e-27,2.808408e-01
weak,0.3,0.5,46,5,5.557049e-02,1.6071,0,1.393815e-02,3.094892e-18,8.589656e-06,2.655466e-01
weak,0.3,0.5,46,10,5.557049e-02,1.6071,1,1.393815e-02,3.094892e-18,1.996918e-12,2.655554e-01
weak,0.3,0.5,46,20,5.557049e-02,1.6071,1,1.393815e-02,3.094892e-18,7.557288e-30,2.655554e-01
weak,0.3,0.5,48,5,5.557049e-02,1.2766,0,5.299138e-03,1.176645e-18,1.081374e-06,2.509583e-01
weak,0.3,0.5,48,10,5.557049e-02,1.2766,1,5.299138e-03,1.176645e-18,7.949873e-14,2.509594e-01
weak,0.3,0.5,48,20,5.557049e-02,1.2766,1,5.299138e-03,1.176645e-18,3.008610e-32,2.509594e-01
weak,0.3,0.5,50,5,5.557049e-02,1.0140,0,2.014676e-03,4.473479e-19,1.361369e-07,2.370752e-01
weak,0.3,0.5,50,10,5.557049e-02,1.0140,1,2.014676e-03,4.473479e-19,3.164902e-15,2.370754e-01
weak,0.3,0.5,50,20,5.557049e-02,1.0140,1,2.014676e-03,4.473479e-19,1.197749e-34,2.370754e-01
weak,0.3,0.628,20,5,3.522039e-02,50.5931,0,1.043437e+09,2.316897e-07,1.043437e+09,-5.544000e+08
weak,0.3,0.628,20,10,3.522039e-02,50.5931,0,2.989685e+09,6.638434e-07,2.989685e+09,-3.568048e+09
weak,0.3,0.628,20,20,3.522039e-02,50.5931,0,2.989685e+09,6.638434e-07,1.076951e+07,-1.189283e+07
weak,0.3,0.628,22,5,3.522039e-02,40.1875,0,9.964750e+07,2.212619e-08,9.964750e+07,-6.776780e+07
weak,0.3,0.628,22,10,3.522039e-02,40.1875,0,1.481406e+08,3.289382e-08,1.190215e+08,-1.389934e+08
weak,0.3,0.628,22,20,3.522039e-02,40.1875,0,1.481406e+08,3.289382e-08,4.287420e+04,-4.668794e+04
weak,0.3,0.628,24,5,3.522039e-02,31.9221,0,9.516263e+06,2.113035e-09,9.516263e+06,-8.299291e+06
weak,0.3,0.628,24,10,3.522039e-02,31.9221,0,1.015678e+07,2.255257e-09,4.738331e+06,-5.425043e+06
weak,0.3,0.628,24,20,3.522039e-02,31.9221,0,1.015678e+07,2.255257e-09,1.706853e+02,-1.831443e+02
weak,0.3,0.628,26,5,3.522039e-02,25.3566,0,9.087960e+05,2.017933e-10,9.087960e+05,-1.018361e+06
weak,0.3,0.628,26,10,3.522039e-02,25.3566,0,9.169427e+05,2.036022e-10,1.886364e+05,-2.121479e+05
weak,0.3,0.628,26,20,3.522039e-02,25.3566,0,9.169427e+05,2.036022e-10,6.795102e-01,-2.949847e-01
weak,0.3,0.628,28,5,3.522039e-02,20.1415,0,1.051071e+05,2.333847e-11,1.051071e+05,-1.252046e+05
weak,0.3,0.628,28,10,3.522039e-02,20.1415,0,1.051071e+05,2.333847e-11,7.509749e+03,-8.311004e+03
weak,0.3,0.628,28,20,3.522039e-02,20.1415,0,1.051071e+05,2.333847e-11,2.705179e-03,4.099874e-01
weak,0.3,0.628,30,5,3.522039e-02,15.9989,0,1.473076e+04,3.270886e-12,1.323220e+04,-1.542385e+04
weak,0.3,0.628,30,10,3.522039e-02,15.9989,0,1.473076e+04,3.270886e-12,2.989685e+02,-3.257954e+02
weak,0.3,0.628,30,20,3.522039e-02,15.9989,0,1.473076e+04,3.270886e-12,1.076951e-05,3.956916e-01
weak,0.3,0.628,32,5,3.522039e-02,12.7084,0,2.426804e+03,5.388588e-13,1.665835e+03,-1.903506e+03
weak,0.3,0.628,32,10,3.522039e-02,12.7084,0,2.426804e+03,5.388588e-13,1.190215e+01,-1.244612e+01
weak,0.3,0.628,32,20,3.522039e-02,12.7084,0,2.426804e+03,5.388588e-13,4.287420e-08,3.767863e-01
weak,0.3,0.628,34,5,3.522039e-02,10.0947,0,4.715725e+02,1.047101e-13,2.097162e+02,-2.351006e+02
weak,0.3,0.628,34,10,3.522039e-02,10.0947,0,4.715725e+02,1.047101e-13,4.738331e-01,-1.484366e-01
weak,0.3,0.628,34,20,3.522039e-02,10.0947,0,4.715725e+02,1.047101e-13,1.706853e-10,3.564201e-01
weak,0.3,0.628,36,5,3.522039e-02,8.0185,0,1.028383e+02,2.283469e-14,2.640171e+01,-2.883845e+01
weak,0.3,0.628,36,10,3.522039e-02,8.0185,0,1.028383e+02,2.283469e-14,1.886364e-02,3.151271e-01
weak,0.3,0.628,36,20,3.522039e-02,8.0185,0,1.028383e+02,2.283469e-14,6.795102e-13,3.350321e-01
weak,0.3,0.628,38,5,3.522039e-02,6.3693,0,2.513835e+01,5.581835e-15,3.323778e+00,-3.307924e+00
weak,0.3,0.628,38,10,3.522039e-02,6.3693,0,2.513835e+01,5.581835e-15,7.509749e-04,3.123144e-01
weak,0.3,0.628,38,20,3.522039e-02,6.3693,1,2.513835e+01,5.581835e-15,2.705179e-15,3.131003e-01
